JUDUL ,HARGA,KETERANGAN PRODUK,KATEGORI,KONDISI,LOKASI,SKU ,FOTO1,FOTO2,FOTO3,FOTO4,FOTO5,FOTO6,FOTO7,FOTO8,FOTO9,FOTO10,LABEL1,LABEL2,LABEL3,LABEL4,LABEL5,LABEL6,LABEL7,LABEL8,LABEL9,LABEL10,LABEL11,LABEL12,LABEL13,LABEL14,LABEL15,LABEL16,LABEL17,LABEL18,LABEL19,LABEL20
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,11,D:\PROJECT\JASA POSING\OLX\02\01\Slide11.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,12,D:\PROJECT\JASA POSING\OLX\02\01\Slide12.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,13,D:\PROJECT\JASA POSING\OLX\02\01\Slide13.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,14,D:\PROJECT\JASA POSING\OLX\02\01\Slide14.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,15,D:\PROJECT\JASA POSING\OLX\02\01\Slide15.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,16,D:\PROJECT\JASA POSING\OLX\02\01\Slide16.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,17,D:\PROJECT\JASA POSING\OLX\02\01\Slide17.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,18,D:\PROJECT\JASA POSING\OLX\02\01\Slide18.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,19,D:\PROJECT\JASA POSING\OLX\02\01\Slide19.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,20,D:\PROJECT\JASA POSING\OLX\02\01\Slide20.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,21,D:\PROJECT\JASA POSING\OLX\02\01\Slide21.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
,150000,"Bismillah di over kontrak RUKO (toko+tempat tinggalnya)
- Overkontak ruko sisa 10bulan lgi 
- Air sanyo udh ada toren
- Listrik token pulsa
- 2kamar tidur 
- 1kamar mandi
- 1dapur
- Di depan sudah ada tokonya bisa jualan warung nasi /apa aja,
Di jln pertigaan rame pagi sore,
WA 081285365761 
Di over 15jt Nego",Lain-lain,Baru,,22,D:\PROJECT\JASA POSING\OLX\02\01\Slide22.JPG,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0017.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0018.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0019.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0020.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\IMG-20230204-WA0021.jpg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.03.jpeg,D:\PROJECT\JASA POSING\OLX\02\overkontrakruko\WhatsApp Image 2023-02-04 at 18.31.04.jpeg,,,,,,,,,,,,,,,,,,,,,,
